ID,Date,Year,Startup,Industry,SubIndustry,City,Investors,Investment Type,Funding Amount
608,18/09/2017,2017,The Moms Co,eCommerce,Pregcy & Baby Care product etailer,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"1,000,000.00"
610,19/09/2017,2017,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,"50,000,000.00"
612,21/09/2017,2017,SaveBC,Fice,ficial services firm,Gaya,Incofin Investment Management.,Private Equity,"6,000,000.00"
615,21/09/2017,2017,Homergize,eCommerce,Home Furnishing & Building material marketplace,Bangalore,LG Chandrasekhar,Private Equity,"1,000,000.00"
616,22/09/2017,2017,Yatra.com,eCommerce,Online Travel Agency,Gurgaon,InnoVen Capital India,Debt Funding,"15,400,000.00"
619,25/09/2017,2017,Synup,Technology,SME Marketing Management Solution,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,"6,000,000.00"
622,25/09/2017,2017,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings LLC,Seed Funding,"422,000.00"
623,25/09/2017,2017,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed Funding,"150,000.00"
627,27/09/2017,2017,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,"1,600,000.00"
629,27/09/2017,2017,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,"1,000,000.00"
631,27/09/2017,2017,MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVenture,Seed Funding,"300,000.00"
632,28/09/2017,2017,Aadyah,Technology,Defense Tech & Aerospace startup,Bangalore,Keiretsu Forum,Private Equity,"1,000,000.00"
633,01/08/2017,2017,TouchKin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,"1,300,000.00"
636,02/08/2017,2017,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,"500,000.00"
637,02/08/2017,2017,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,"850,000.00"
638,03/08/2017,2017,SpeedBox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,"300,000.00"
646,08/08/2017,2017,New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed Funding,"243,000.00"
647,08/08/2017,2017,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,"220,000.00"
648,09/08/2017,2017,TruxApp,Logistics,Mobile based Logistics Service,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed Funding,"3,100,000.00"
649,09/08/2017,2017,CroFarm,Technology,Agriculture Supply Chain solutions,Gurgaon,Factor[e] Ventures,Seed Funding,"783,000.00"
652,11/08/2017,2017,Flipkart,eCommerce,Online Marketplace,Bangalore,Softbank,Private Equity,"2,500,000,000.00"
654,11/08/2017,2017,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Tekne Capital Management,Private Equity,"36,000,000.00"
656,14/08/2017,2017,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed Funding,"312,000.00"
657,15/08/2017,2017,KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed Funding,"385,000.00"
659,20/08/2017,2017,Rootefy,eCommerce,Building material online store,New Delhi,"Abhinav Gupta,",Seed Funding,"187,000.00"
660,21/08/2017,2017,Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,"6,800,000.00"
661,21/08/2017,2017,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed Funding,"734,000.00"
665,23/08/2017,2017,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,"80,000,000.00"
666,23/08/2017,2017,Bombay Shaving Company,eCommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,"2,300,000.00"
668,23/08/2017,2017,Indiez,Technology,Software & Mobile app development platform,Bangalore,Haresh Chawla,Seed Funding,"500,000.00"
669,24/08/2017,2017,Ezetap,Technology,mPOS solutions provider,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,"16,000,000.00"
670,25/08/2017,2017,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed Funding,"750,000.00"
671,25/08/2017,2017,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed Funding,"125,000.00"
672,28/08/2017,2017,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,"7,000,000.00"
673,29/08/2017,2017,CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,"25,000,000.00"
674,29/08/2017,2017,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed Funding,"750,000.00"
676,30/08/2017,2017,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,"34,000,000.00"
677,30/08/2017,2017,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,"30,000,000.00"
678,01/07/2017,2017,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,"1,000,000.00"
679,03/07/2017,2017,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,"2,600,000.00"
680,04/07/2017,2017,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,"20,000,000.00"
681,05/07/2017,2017,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,"8,500,000.00"
682,05/07/2017,2017,Moglix,eCommerce,B2B marketplace for Industrial products,Noida,"International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway",Private Equity,"12,000,000.00"
683,05/07/2017,2017,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,"1,000,000.00"
686,07/07/2017,2017,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,"1,000,000.00"
688,10/07/2017,2017,Autorox.co,Technology,Workshop Management Software Platform,Hyderabad,Mitsui & Co.,Private Equity,"3,000,000.00"
689,11/07/2017,2017,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,"2,250,000.00"
690,11/07/2017,2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,"464,000.00"
692,12/07/2017,2017,Innoviti,Technology,Digital payments solutions,Bangalore,"SBI-FMO Fund, Bessemer Venture Partners, Catamaran Ventures",Private Equity,"18,500,000.00"
696,14/07/2017,2017,QwikSpec,Technology,Construction site operations and analytics platform,Bangalore,"Brigade Innovations LLP, TV Mohandas Pai, Suhail Rahman, Bobby Reddy, M George Oommen",Seed Funding,"540,000.00"
697,14/07/2017,2017,Chumbak,eCommerce,Designer consumer products Marketplace,Bangalore,Blacksoil Capital Pvt. Ltd,Private Equity,"1,700,000.00"
698,17/07/2017,2017,Increff,Technology,Sales Solutions for Fashion Brands,Bangalore,"Sequoia Capital, Grey Orange, Rajesh Ramaiah, Anshuman Das, Rishi Das",Seed Funding,"2,000,000.00"
699,17/07/2017,2017,Vayana,Technology,Enterprise Banking Solutions,Pune,"IDG Ventures India Advisors, Jungle Ventures",Private Equity,"4,000,000.00"
704,19/07/2017,2017,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,"10,000,000.00"
706,19/07/2017,2017,Playablo,Technology,Gamified Learning App,Bangalore,ABI-Showatech (India) Ltd,Seed Funding,"600,000.00"
707,20/07/2017,2017,Trupay,Technology,Online payments platform,Gurgaon,"Kae Capital, M&S Partners,",Seed Funding,"700,000.00"
708,21/07/2017,2017,Brick2Wall,eCommerce,Online Marketplace for Construction Material,Gurgaon,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,"200,000.00"
712,25/07/2017,2017,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"Stellaris Venture Partners,",Private Equity,"1,200,000.00"
713,25/07/2017,2017,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bangalore,Tencent Holdings,Private Equity,"35,000,000.00"
715,26/07/2017,2017,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,"25,000,000.00"
716,26/07/2017,2017,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,"200,000.00"
717,27/07/2017,2017,1mg,eCommerce,Online Pharmacy,Gurgaon,"HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital",Private Equity,"15,000,000.00"
719,28/07/2017,2017,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,"1,250,000.00"
722,02/06/2017,2017,RentOnGo,eCommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",Bangalore,TVS Motor Company,Seed Funding,"234,000.00"
723,05/06/2017,2017,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,"50,000,000.00"
725,06/06/2017,2017,Spinny,eCommerce,Online Used Car marketplace,Gurgaon,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,"1,000,000.00"
728,06/06/2017,2017,BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,Blume Ventures,Private Equity,"1,200,000.00"
729,06/06/2017,2017,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,"1,000,000.00"
732,07/06/2017,2017,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,Seed Funding,"650,000.00"
733,07/06/2017,2017,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,"600,000.00"
734,08/06/2017,2017,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,"232,000.00"
735,08/06/2017,2017,Multiplier Solutions,Technology,CRM Software for Healthcare space,Hyderabad,Norwest Venture Partners,Private Equity,"1,500,000.00"
736,08/06/2017,2017,ABI Health,Technology,Unified Digital Health Platform,Bangalore,Norwest Venture Partners,Private Equity,"1,500,000.00"
737,08/06/2017,2017,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,"350,000.00"
738,09/06/2017,2017,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,"300,000.00"
739,09/06/2017,2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,"250,000.00"
741,12/06/2017,2017,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,"7,800,000.00"
742,12/06/2017,2017,Boxx.ai,Technology,Artificial Intelligence,Bangalore,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,"500,000.00"
743,12/06/2017,2017,PeeSafe.in,Healthcare,Hygiene care product manufacturer,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,"1,000,000.00"
744,12/06/2017,2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,"776,000.00"
745,12/06/2017,2017,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,"15,000,000.00"
747,13/06/2017,2017,Goodera,Technology,CSR and sustainability management platform,Bangalore,"Nexus Venture Partners, Omidyar Network",Private Equity,"5,500,000.00"
749,14/06/2017,2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,Private Equity,"50,000,000.00"
751,14/06/2017,2017,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,"500,000.00"
752,15/06/2017,2017,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,"12,300,000.00"
753,16/06/2017,2017,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,Bangalore,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,"1,000,000.00"
754,16/06/2017,2017,Fincash,Consumer Internet,Personal Fice platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,"100,000.00"
755,16/06/2017,2017,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,"2,000,000.00"
759,19/06/2017,2017,Unbxd,Technology,Cloud-based product discovery platform,Bangalore,Eight Roads Ventures,Private Equity,"12,500,000.00"
760,19/06/2017,2017,DarwinBox,Technology,Enterprise human resources management platform,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,"4,000,000.00"
761,20/06/2017,2017,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,"300,000.00"
762,20/06/2017,2017,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,"5,200,000.00"
763,21/06/2017,2017,Fynd,eCommerce,Fashion etailer,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,"2,400,000.00"
764,21/06/2017,2017,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,"4,500,000.00"
765,21/06/2017,2017,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,"215,000.00"
766,21/06/2017,2017,mSwipe,Technology,Point-of-Sale services,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,"31,000,000.00"
768,22/06/2017,2017,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,Bangalore,"General Catalyst, Founder Collective",Private Equity,"4,600,000.00"
769,22/06/2017,2017,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,"2,000,000.00"
770,22/06/2017,2017,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,"500,000.00"
771,23/06/2017,2017,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,"4,000,000.00"
772,23/06/2017,2017,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed Funding,"1,000,000.00"
773,26/06/2017,2017,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,"5,000,000.00"
774,26/06/2017,2017,Flipkart,eCommerce,Online marketplace,Bangalore,Naspers,Private Equity,"71,000,000.00"
775,26/06/2017,2017,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,"4,000,000.00"
776,27/06/2017,2017,Stashfin,Consumer Internet,Personal Fice App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,"5,000,000.00"
778,27/06/2017,2017,Spares Hub,eCommerce,Automobile parts marketplace,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,"311,000.00"
780,28/06/2017,2017,Rubique,Consumer Internet,Online Marketplace for ficial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,"3,000,000.00"
781,28/06/2017,2017,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,"2,000,000.00"
782,29/06/2017,2017,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,"1,000,000.00"
784,30/06/2017,2017,Tagos Design,Technology,in-video discovery platform,Bangalore,Undisclosed Investors,Private Equity,"5,000,000.00"
785,30/06/2017,2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,"21,000,000.00"
786,01/05/2017,2017,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,"73,700,000.00"
787,01/05/2017,2017,Power2SME,eCommerce,Buying portal for SMEs,Gurgaon,International Finance Corporation,Private Equity,"10,000,000.00"
788,02/05/2017,2017,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad,Hyderabad Angels,Seed Funding,"1,500,000.00"
789,02/05/2017,2017,4tigo,Logistics,Truck Network company,Bangalore,"Accel Partners, Nandan Nilekani,",Private Equity,"10,000,000.00"
791,02/05/2017,2017,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,"390,000.00"
792,03/05/2017,2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,"104,500,000.00"
793,03/05/2017,2017,Sumeru,Technology,Software & Mobile development services,Bangalore,undisclosed investors,Seed Funding,"1,000,000.00"
799,05/05/2017,2017,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,Seed Funding,"233,000.00"
